replicate,timestep,S0,S1,S2,NND_med
0,22,310.0,3.5,21.68709677419355,41.22987433713362
0,23,297.0,3.67003367003367,24.235690235690235,42.28926292560287
0,24,284.0,3.8556338028169015,27.010563380281692,42.73391487929112
0,25,269.0,4.0817843866171,30.483271375464685,43.74327666723281
0,26,262.0,4.2251908396946565,32.347328244274806,44.152722590682586
0,27,250.0,4.46,38.516,46.10434810734049
0,28,249.0,4.48995983935743,38.86746987951807,45.88914319437485
0,29,239.0,4.7112970711297075,42.40167364016737,47.621988068994284
0,30,231.0,4.887445887445887,45.55411255411256,48.94932118132623
0,31,226.0,5.017699115044247,48.97345132743363,45.89231946672295
0,32,221.0,5.144796380090498,51.09954751131222,47.77373761857873
0,33,216.0,5.282407407407407,53.125,48.09198783318188
0,34,212.0,5.400943396226415,55.070754716981135,48.11776736190443
0,35,206.0,5.592233009708738,61.52427184466019,49.298473196221124
0,36,204.0,5.666666666666667,62.55882352941177,45.959268978574755
0,37,199.0,5.8291457286432165,65.44723618090453,49.211247364185446
0,38,195.0,5.953846153846154,68.48717948717949,48.88811789220083
0,39,191.0,6.099476439790576,72.34031413612566,47.21833094731267
0,40,188.0,6.23936170212766,79.36702127659575,48.340980020798
0,41,179.0,6.597765363128492,89.05586592178771,51.83723745935185
0,42,176.0,6.732954545454546,92.0625,52.14239272398265
0,43,172.0,6.912790697674419,96.11046511627907,53.07862155970411
0,44,168.0,7.125,104.01785714285714,53.07960850156341
0,45,166.0,7.253012048192771,107.33734939759036,54.15004232321463
0,46,163.0,7.41717791411043,111.78527607361963,58.09708106452283
0,47,162.0,7.512345679012346,114.14197530864197,57.11870828270763
0,48,159.0,7.6918238993710695,118.27044025157232,55.28988070652263
0,49,159.0,7.735849056603773,119.74842767295597,53.18123878335874
0,50,156.0,7.92948717948718,126.42948717948718,53.40358845524767
0,51,156.0,7.967948717948718,128.25,53.99754879868033
0,52,153.0,8.15032679738562,135.50980392156862,56.224481483399735
0,53,149.0,8.389261744966444,147.19463087248323,54.000314071972454
0,54,148.0,8.513513513513514,151.6081081081081,55.26408233418376
0,55,146.0,8.67123287671233,155.42465753424656,54.247942176292554
0,56,143.0,8.937062937062937,167.8881118881119,55.57147474667875
0,57,137.0,9.379562043795621,181.55474452554745,57.54977867383531
0,58,135.0,9.562962962962963,186.61481481481482,61.34018061111041
